fecha,hora,pais,liga,local,visitante,link
2024-11-08,00:00,AUSTRALIA,A-LeagueClasificación,Melbourne Victory,Brisbane Roar,https://www.flashscore.com.mx/partido/YBPga5g4/?d=1#/h2h/overall
